date,type,location,estimated_cost
2025-12-14 15:46:34.451528,Micro,NPS-4,1500000.0
2025-12-10 15:46:34.451528,Micro,Drilling,1500000.0
2025-08-08 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-12-11 15:46:34.451528,Heavy,Drilling,45000000.0
2026-02-18 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-08-03 15:46:34.451528,Light,Shop-1,15000000.0
2024-05-29 15:46:34.451528,Light,NPS-4,15000000.0
2025-10-11 15:46:34.451528,Light,Shop-1,15000000.0
2024-07-31 15:46:34.451528,Light,Drilling,15000000.0
2024-06-08 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-03-24 15:46:34.451528,Micro,Drilling,1500000.0
2025-10-01 15:46:34.451528,Micro,Warehouse,1500000.0
2025-12-10 15:46:34.451528,Light,Drilling,15000000.0
2024-06-08 15:46:34.451528,Heavy,Shop-1,45000000.0
2026-02-25 15:46:34.451528,Light,Shop-1,15000000.0
2024-10-13 15:46:34.451528,Micro,Drilling,1500000.0
2024-11-02 15:46:34.451528,Light,NPS-4,15000000.0
2025-09-21 15:46:34.451528,Micro,Warehouse,1500000.0
2025-10-06 15:46:34.451528,Light,NPS-4,15000000.0
2025-03-24 15:46:34.451528,Micro,Drilling,1500000.0
2024-11-14 15:46:34.451528,Light,Warehouse,15000000.0
2024-10-11 15:46:34.451528,Light,NPS-4,15000000.0
2026-01-08 15:46:34.451528,Heavy,Drilling,45000000.0
2026-02-03 15:46:34.451528,Light,Warehouse,15000000.0
2025-04-02 15:46:34.451528,Heavy,Drilling,45000000.0
2025-07-22 15:46:34.451528,Light,Warehouse,15000000.0
2024-08-04 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-10-06 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-05-06 15:46:34.451528,Micro,Shop-1,1500000.0
2024-06-09 15:46:34.451528,Light,NPS-4,15000000.0
2025-12-11 15:46:34.451528,Light,Drilling,15000000.0
2024-12-01 15:46:34.451528,Micro,NPS-4,1500000.0
2025-06-07 15:46:34.451528,Light,Warehouse,15000000.0
2025-04-08 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-07-14 15:46:34.451528,Micro,Warehouse,1500000.0
2025-12-13 15:46:34.451528,Light,NPS-4,15000000.0
2025-07-12 15:46:34.451528,Micro,Shop-1,1500000.0
2025-06-28 15:46:34.451528,Light,Drilling,15000000.0
2024-10-03 15:46:34.451528,Micro,Drilling,1500000.0
2024-03-29 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-03-27 15:46:34.451528,Light,Drilling,15000000.0
2024-04-15 15:46:34.451528,Light,Shop-1,15000000.0
2024-11-26 15:46:34.451528,Micro,Warehouse,1500000.0
2024-11-15 15:46:34.451528,Light,Shop-1,15000000.0
2024-07-08 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-06 15:46:34.451528,Micro,NPS-4,1500000.0
2024-09-22 15:46:34.451528,Micro,Drilling,1500000.0
2024-09-16 15:46:34.451528,Light,Shop-1,15000000.0
2025-10-26 15:46:34.451528,Light,Warehouse,15000000.0
2025-05-19 15:46:34.451528,Heavy,Drilling,45000000.0
2025-05-17 15:46:34.451528,Micro,Shop-1,1500000.0
2024-05-29 15:46:34.451528,Light,Drilling,15000000.0
2025-11-19 15:46:34.451528,Micro,Shop-1,1500000.0
2024-12-21 15:46:34.451528,Micro,Shop-1,1500000.0
2026-03-05 15:46:34.451528,Light,Drilling,15000000.0
2025-09-08 15:46:34.451528,Light,Warehouse,15000000.0
2025-07-30 15:46:34.451528,Light,NPS-4,15000000.0
2024-11-15 15:46:34.451528,Micro,Shop-1,1500000.0
2024-10-12 15:46:34.451528,Micro,Warehouse,1500000.0
2025-09-05 15:46:34.451528,Light,NPS-4,15000000.0
2026-02-12 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-13 15:46:34.451528,Micro,NPS-4,1500000.0
2024-06-18 15:46:34.451528,Micro,NPS-4,1500000.0
2025-09-03 15:46:34.451528,Micro,Drilling,1500000.0
2025-06-25 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-11-18 15:46:34.451528,Heavy,Drilling,45000000.0
2025-06-16 15:46:34.451528,Micro,NPS-4,1500000.0
2025-05-27 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-07-19 15:46:34.451528,Light,NPS-4,15000000.0
2024-03-31 15:46:34.451528,Light,NPS-4,15000000.0
2025-03-20 15:46:34.451528,Light,NPS-4,15000000.0
2025-03-08 15:46:34.451528,Micro,Drilling,1500000.0
2026-02-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-12-03 15:46:34.451528,Micro,NPS-4,1500000.0
2024-12-01 15:46:34.451528,Light,Warehouse,15000000.0
2025-04-30 15:46:34.451528,Light,Warehouse,15000000.0
2025-11-20 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-07-16 15:46:34.451528,Heavy,Shop-1,45000000.0
2026-02-05 15:46:34.451528,Micro,Warehouse,1500000.0
2024-03-29 15:46:34.451528,Micro,Shop-1,1500000.0
2025-07-27 15:46:34.451528,Micro,Drilling,1500000.0
2026-01-07 15:46:34.451528,Light,Warehouse,15000000.0
2024-04-29 15:46:34.451528,Light,NPS-4,15000000.0
2025-03-11 15:46:34.451528,Light,NPS-4,15000000.0
2024-08-26 15:46:34.451528,Light,Warehouse,15000000.0
2026-01-28 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-04-05 15:46:34.451528,Micro,Warehouse,1500000.0
2024-10-03 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-30 15:46:34.451528,Light,Warehouse,15000000.0
2025-01-16 15:46:34.451528,Micro,Shop-1,1500000.0
2025-02-04 15:46:34.451528,Light,Drilling,15000000.0
2024-08-16 15:46:34.451528,Micro,Drilling,1500000.0
2026-02-19 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-07-01 15:46:34.451528,Micro,NPS-4,1500000.0
2025-02-26 15:46:34.451528,Light,Warehouse,15000000.0
2024-10-25 15:46:34.451528,Light,Warehouse,15000000.0
2025-05-28 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-09-11 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-12-28 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-06-07 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-09-24 15:46:34.451528,Micro,NPS-4,1500000.0
2024-11-25 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-07-23 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-04-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-01-01 15:46:34.451528,Micro,Drilling,1500000.0
2025-01-09 15:46:34.451528,Light,Warehouse,15000000.0
2025-02-19 15:46:34.451528,Micro,Warehouse,1500000.0
2025-11-15 15:46:34.451528,Light,NPS-4,15000000.0
2024-07-30 15:46:34.451528,Light,NPS-4,15000000.0
2025-03-15 15:46:34.451528,Light,Drilling,15000000.0
2024-10-20 15:46:34.451528,Heavy,Drilling,45000000.0
